,payment_type_id,internet_service_type_id,customer_id,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type
153,4,1,0254-KCJGT,2,Yes,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Yes,81.4,4354.45,No,DSL,Credit card (automatic)
154,4,1,0254-WWRKD,2,No,Female,0,Yes,Yes,67,Yes,No,No,Yes,No,No,No,No,2,No,50.55,3431.75,No,DSL,Credit card (automatic)
155,1,2,0256-LTHVJ,1,Yes,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,1,Yes,81.05,2227.1,Yes,Fiber optic,Electronic check
156,3,1,0257-KXZGU,1,No,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No,No,1,No,62.45,2045.55,No,DSL,Bank transfer (automatic)
157,3,2,0257-ZESQC,1,Yes,Female,1,Yes,No,27,Yes,No,Yes,No,No,No,No,No,1,Yes,75.2,1929.35,Yes,Fiber optic,Bank transfer (automatic)
158,1,2,0258-NOKBL,1,No,Male,0,No,No,3,Yes,No,No,Yes,Yes,No,No,Yes,1,No,90.4,268.45,No,Fiber optic,Electronic check
159,1,2,0259-GBZSH,1,Yes,Male,0,No,No,2,Yes,Yes,No,No,No,No,Yes,No,1,Yes,85.65,181.5,Yes,Fiber optic,Electronic check
160,2,1,0260-ZDLGK,1,Yes,Female,0,No,Yes,9,Yes,No,No,No,Yes,Yes,Yes,Yes,1,Yes,72.9,651.4,Yes,DSL,Mailed check
161,4,1,0263-FJTQO,3,Yes,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,No,Yes,Yes,No,3,Yes,70.5,3486.65,No,DSL,Credit card (automatic)
162,3,3,0264-CNITK,3,No,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.1,1389.6,No,None,Bank transfer (automatic)
163,1,2,0265-EDXBD,1,Yes,Male,1,Yes,No,32,Yes,Yes,No,No,No,No,No,No,1,Yes,74.9,2303.35,Yes,Fiber optic,Electronic check
164,3,2,0265-PSUAE,1,No,Female,0,Yes,Yes,16,Yes,No,Yes,No,Yes,No,Yes,Yes,1,No,100.7,1522.7,No,Fiber optic,Bank transfer (automatic)
165,3,2,0266-CLZKZ,3,Yes,Female,0,Yes,Yes,67,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,Yes,105.65,6717.9,No,Fiber optic,Bank transfer (automatic)
166,4,2,0266-GMEAO,3,Yes,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,114.3,8058.55,No,Fiber optic,Credit card (automatic)
167,1,3,0268-QKIWO,1,No,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.75,58.85,Yes,None,Electronic check
168,2,3,0269-XFESX,2,No,Male,0,Yes,Yes,23,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,24.35,538.5,No,None,Mailed check
169,3,1,0270-THENM,3,No,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,No,69.85,5102.35,No,DSL,Bank transfer (automatic)
170,2,1,0274-JKUJR,1,No,Male,0,Yes,Yes,7,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,1,No,58.85,465.7,No,DSL,Mailed check
171,1,1,0277-BKSQP,1,Yes,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,1,Yes,54.4,475.1,No,DSL,Electronic check
172,3,1,0277-ORXQS,3,No,Male,0,Yes,Yes,66,No,No phone service,No,No,No,Yes,Yes,Yes,3,No,50.55,3364.55,No,DSL,Bank transfer (automatic)
173,2,3,0278-YXOOG,1,No,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,21.05,113.85,Yes,None,Mailed check
174,3,2,0280-XJGEX,1,Yes,Male,0,No,No,49,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,103.7,5036.3,Yes,Fiber optic,Bank transfer (automatic)
175,3,3,0281-CNTZX,3,Yes,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,19.95,1234.8,No,None,Bank transfer (automatic)
176,2,1,0282-NVSJS,1,Yes,Female,1,Yes,Yes,12,No,No phone service,No,No,No,Yes,No,No,1,Yes,29.3,355.9,No,DSL,Mailed check
177,4,1,0285-INHLN,1,Yes,Male,0,Yes,Yes,27,Yes,No,Yes,Yes,No,No,No,No,1,Yes,54.75,1510.3,No,DSL,Credit card (automatic)
178,1,1,0289-IVARM,1,No,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,1,No,60.55,1982.6,No,DSL,Electronic check
179,1,1,0292-WEGCH,1,Yes,Female,0,Yes,Yes,54,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Yes,86.2,4524.05,No,DSL,Electronic check
180,1,2,0295-PPHDO,1,Yes,Male,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,95.45,95.45,Yes,Fiber optic,Electronic check
181,4,1,0295-QVKPB,1,Yes,Male,0,No,No,5,Yes,No,No,No,Yes,Yes,Yes,No,1,Yes,63.95,318.1,No,DSL,Credit card (automatic)
182,3,1,0297-RBCSG,2,Yes,Male,0,No,No,19,Yes,No,No,Yes,No,Yes,No,Yes,2,Yes,65.35,1231.85,No,DSL,Bank transfer (automatic)
183,2,1,0298-XACET,3,No,Male,0,Yes,Yes,52,No,No phone service,No,Yes,Yes,Yes,Yes,No,3,No,50.2,2554,No,DSL,Mailed check
184,3,1,0301-FIDRB,3,Yes,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,63.8,4684.3,No,DSL,Bank transfer (automatic)
185,3,3,0301-KOBTQ,3,Yes,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.05,614.45,No,None,Bank transfer (automatic)
186,1,2,0302-JOIVN,1,No,Female,0,Yes,No,8,Yes,No,No,Yes,Yes,No,Yes,Yes,1,No,101.15,842.9,Yes,Fiber optic,Electronic check
187,2,1,0303-UNCIP,2,No,Male,0,No,No,41,Yes,Yes,No,No,Yes,No,No,Yes,2,No,65.0,2531.8,No,DSL,Mailed check
188,2,3,0303-WMMRN,1,Yes,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.25,86.05,No,None,Mailed check
189,2,1,0305-SQECB,2,Yes,Female,0,No,Yes,11,No,No phone service,Yes,No,No,Yes,No,No,2,Yes,36.05,402.6,No,DSL,Mailed check
190,1,2,0306-JAELE,1,Yes,Male,0,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,1,Yes,96.1,453.4,Yes,Fiber optic,Electronic check
191,2,3,0307-BCOPK,2,No,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.05,326.65,No,None,Mailed check
192,3,2,0308-GIQJT,2,No,Male,1,No,No,71,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,No,105.75,7382.85,No,Fiber optic,Bank transfer (automatic)
193,4,1,0308-IVGOK,2,Yes,Female,0,No,No,11,No,No phone service,No,Yes,Yes,Yes,No,No,2,Yes,40.4,422.6,No,DSL,Credit card (automatic)
194,1,2,0310-MVLET,1,Yes,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,99.15,6010.05,Yes,Fiber optic,Electronic check
195,3,1,0310-SUCIN,2,Yes,Female,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,84.8,6046.1,No,DSL,Bank transfer (automatic)
196,2,3,0310-VQXAM,1,No,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.85,178.8,No,None,Mailed check
197,1,1,0311-QYWSS,1,Yes,Female,0,No,No,6,Yes,No,Yes,No,No,No,No,No,1,Yes,49.45,314.6,No,DSL,Electronic check
198,3,2,0311-UNPFF,1,Yes,Female,0,No,No,26,Yes,No,No,No,No,No,Yes,Yes,1,Yes,88.8,2274.35,Yes,Fiber optic,Bank transfer (automatic)
199,2,1,0314-TKOSI,1,No,Female,0,No,No,6,Yes,No,Yes,Yes,No,No,No,No,1,No,55.15,322.9,No,DSL,Mailed check
200,1,2,0315-LVCRK,1,No,Male,0,No,No,11,Yes,No,No,No,Yes,No,No,Yes,1,No,84.8,888.75,No,Fiber optic,Electronic check
201,1,2,0318-QUUOB,1,Yes,Male,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,1,Yes,80.55,80.55,Yes,Fiber optic,Electronic check
202,3,3,0318-ZOPWS,3,Yes,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.15,973.35,No,None,Bank transfer (automatic)
203,4,1,0319-QZTCO,1,Yes,Female,0,Yes,Yes,3,Yes,No,No,Yes,No,No,Yes,No,1,Yes,58.7,168.6,No,DSL,Credit card (automatic)
204,2,2,0320-DWVTU,3,No,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,No,99.5,5424.25,No,Fiber optic,Mailed check
205,1,2,0320-JDNQG,1,Yes,Male,0,Yes,Yes,23,Yes,No,Yes,No,No,Yes,Yes,Yes,1,Yes,99.85,2331.3,Yes,Fiber optic,Electronic check
206,1,1,0322-CHQRU,1,No,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,1,No,45.35,89.5,Yes,DSL,Electronic check
207,2,1,0322-YINQP,1,Yes,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,1,Yes,48.55,48.55,Yes,DSL,Mailed check
208,2,3,0323-XWWTN,3,Yes,Male,0,No,Yes,3,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,26.4,121.25,No,None,Mailed check
209,1,2,0324-BRPCJ,1,Yes,Female,1,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,100.2,6851.65,Yes,Fiber optic,Electronic check
210,1,2,0325-XBFAC,1,Yes,Male,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,1,Yes,94.7,740.3,Yes,Fiber optic,Electronic check
211,1,2,0326-VDYXE,2,Yes,Female,0,Yes,No,70,Yes,Yes,No,No,Yes,No,Yes,Yes,2,Yes,97.65,6982.5,No,Fiber optic,Electronic check
212,1,2,0327-WFZSY,2,No,Male,0,Yes,Yes,39,Yes,Yes,No,No,Yes,No,Yes,Yes,2,No,100.0,3835.55,No,Fiber optic,Electronic check
213,1,2,0328-GRPMV,1,Yes,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,1,Yes,70.1,70.1,Yes,Fiber optic,Electronic check
214,1,2,0329-GTIAJ,1,Yes,Female,0,No,No,3,Yes,No,No,Yes,No,Yes,Yes,Yes,1,Yes,97.9,315.3,Yes,Fiber optic,Electronic check
215,3,2,0330-BGYZE,2,No,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,No,102.5,6157.6,No,Fiber optic,Bank transfer (automatic)
216,1,2,0330-IVZHA,1,No,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,1,No,69.95,330.15,Yes,Fiber optic,Electronic check
217,1,2,0334-GDDSO,1,Yes,Male,1,No,No,3,Yes,Yes,No,Yes,No,No,No,No,1,Yes,81.35,233.7,Yes,Fiber optic,Electronic check
218,4,1,0334-ZFJSR,2,Yes,Female,0,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,No,No,2,Yes,66.05,3462.1,No,DSL,Credit card (automatic)
219,4,1,0336-KXKFK,3,Yes,Male,0,No,No,72,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,3,Yes,61.2,4390.25,No,DSL,Credit card (automatic)
220,3,1,0336-PIKEI,3,No,Male,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,No,74.4,5360.75,No,DSL,Bank transfer (automatic)
221,1,2,0337-CNPZE,1,Yes,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,106.3,4443.45,Yes,Fiber optic,Electronic check
222,3,1,0343-QLUZP,3,No,Male,0,No,No,60,No,No phone service,Yes,Yes,Yes,No,No,No,3,No,39.6,2424.5,No,DSL,Bank transfer (automatic)
223,1,2,0345-HKJVM,1,No,Female,0,No,No,6,Yes,No,No,No,No,No,Yes,Yes,1,No,89.3,577.6,Yes,Fiber optic,Electronic check
224,4,2,0345-XMMUG,3,Yes,Female,0,Yes,No,46,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,Yes,108.9,4854.3,No,Fiber optic,Credit card (automatic)
225,2,3,0347-UBKUZ,1,No,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.9,320.45,No,None,Mailed check
226,4,2,0348-SDKOL,1,Yes,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Yes,102.1,5885.4,Yes,Fiber optic,Credit card (automatic)
227,4,3,0354-VXMJC,3,No,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.6,426.65,No,None,Credit card (automatic)
228,1,2,0354-WYROK,1,Yes,Female,1,Yes,Yes,31,Yes,No,No,No,Yes,Yes,Yes,Yes,1,Yes,98.9,2911.3,Yes,Fiber optic,Electronic check
229,3,1,0356-ERHVT,1,Yes,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,1,Yes,45.9,521.9,No,DSL,Bank transfer (automatic)
230,3,2,0356-OBMAC,3,Yes,Female,1,No,No,56,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3,Yes,99.9,5706.3,No,Fiber optic,Bank transfer (automatic)
231,4,3,0357-NVCRI,1,No,Female,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.05,471.7,No,None,Credit card (automatic)
232,4,1,0361-HJRDX,3,No,Female,0,No,No,68,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,3,No,64.35,4539.6,No,DSL,Credit card (automatic)
233,4,3,0362-RAOQO,3,No,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.65,830.25,No,None,Credit card (automatic)
234,1,2,0362-ZBZWJ,1,Yes,Male,0,No,No,36,Yes,Yes,No,No,No,No,No,Yes,1,Yes,84.9,3067.2,Yes,Fiber optic,Electronic check
235,4,2,0363-QJVFX,1,Yes,Male,0,No,No,32,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,Yes,108.15,3432.9,Yes,Fiber optic,Credit card (automatic)
236,3,1,0363-SVHYR,3,No,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,86.85,6263.8,No,DSL,Bank transfer (automatic)
237,1,2,0365-BZUWY,1,Yes,Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,102.55,1742.5,No,Fiber optic,Electronic check
238,1,2,0365-GXEZS,1,No,Male,0,Yes,No,18,Yes,No,No,No,Yes,Yes,No,No,1,No,78.2,1468.75,No,Fiber optic,Electronic check
239,3,2,0365-TRTPY,1,No,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,No,1,No,91.2,3382.3,No,Fiber optic,Bank transfer (automatic)
240,2,3,0366-NQSHS,1,No,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.35,46.35,No,None,Mailed check
241,3,2,0369-ZGOVK,2,Yes,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,No,2,Yes,70.4,1992.2,No,Fiber optic,Bank transfer (automatic)
242,2,1,0373-AIVNJ,2,No,Male,0,No,No,9,No,No phone service,Yes,Yes,Yes,No,No,No,2,No,39.55,373,No,DSL,Mailed check
243,1,1,0374-AACSZ,1,No,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,1,No,50.15,50.15,No,DSL,Electronic check
244,4,3,0374-FIUCA,3,Yes,Male,0,Yes,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.4,1414.45,No,None,Credit card (automatic)
245,1,1,0374-IOEGQ,1,No,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,1,No,44.6,122.7,No,DSL,Electronic check
246,1,1,0375-HVGXO,1,Yes,Female,0,No,No,1,No,No phone service,No,No,No,No,Yes,No,1,Yes,34.7,34.7,Yes,DSL,Electronic check
247,1,2,0376-OIWME,1,Yes,Male,0,Yes,No,36,Yes,No,Yes,No,No,No,Yes,Yes,1,Yes,93.6,3366.05,No,Fiber optic,Electronic check
248,1,2,0376-YMCJC,1,Yes,Male,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,No,1,Yes,90.6,1943.2,Yes,Fiber optic,Electronic check
249,2,1,0377-JBKKT,1,Yes,Male,0,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,No,1,Yes,57.95,1271.8,No,DSL,Mailed check
250,4,2,0378-CJKPV,3,No,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,112.1,7965.95,No,Fiber optic,Credit card (automatic)
251,1,2,0378-NHQXU,1,No,Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,No,Yes,No,1,No,88.25,1460.65,Yes,Fiber optic,Electronic check
252,1,2,0378-TOVMS,1,No,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Yes,1,No,85.8,272.2,Yes,Fiber optic,Electronic check
253,4,1,0378-XSZPU,2,No,Male,0,Yes,No,58,Yes,No,Yes,Yes,Yes,No,No,No,2,No,60.3,3563.8,Yes,DSL,Credit card (automatic)
254,4,1,0379-DJQHR,3,No,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3,No,81.35,5398.6,No,DSL,Credit card (automatic)
255,1,2,0380-NEAVX,2,Yes,Male,1,No,No,34,Yes,No,No,Yes,Yes,No,Yes,Yes,2,Yes,99.85,3343.15,No,Fiber optic,Electronic check
256,4,3,0380-ZCSBI,1,No,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.0,198.7,No,None,Credit card (automatic)
257,4,1,0383-CLDDA,3,Yes,Female,0,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,Yes,85.35,5897.4,No,DSL,Credit card (automatic)
258,4,1,0384-LPITE,2,No,Male,0,No,No,40,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,2,No,62.05,2511.55,No,DSL,Credit card (automatic)
259,4,1,0384-RVBPI,1,No,Male,0,No,No,20,Yes,No,Yes,No,Yes,No,No,Yes,1,No,64.4,1398.6,No,DSL,Credit card (automatic)
260,2,3,0386-CWRGM,3,No,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.4,967.85,No,None,Mailed check
261,1,2,0388-EOPEX,1,Yes,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,1,Yes,74.4,139.4,Yes,Fiber optic,Electronic check
262,2,2,0390-DCFDQ,1,Yes,Female,1,Yes,No,1,Yes,No,No,No,No,No,No,No,1,Yes,70.45,70.45,Yes,Fiber optic,Mailed check
263,4,2,0392-BZIUW,3,Yes,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,Yes,105.0,7589.8,No,Fiber optic,Credit card (automatic)
264,4,3,0394-YONDK,3,No,Male,0,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,25.15,1790.15,No,None,Credit card (automatic)
265,2,3,0396-HUJBP,1,No,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.3,44.4,No,None,Mailed check
266,3,1,0396-UKGAI,1,Yes,Male,0,No,Yes,23,Yes,No,No,Yes,No,Yes,No,No,1,Yes,55.3,1284.2,No,DSL,Bank transfer (automatic)
267,1,2,0396-YCHWO,1,Yes,Male,0,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,95.4,3474.2,No,Fiber optic,Electronic check
268,3,2,0397-GZBBC,1,Yes,Male,1,Yes,No,59,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,93.85,5574.75,Yes,Fiber optic,Bank transfer (automatic)
269,3,3,0397-ZXWQF,3,No,Male,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.5,1430.95,No,None,Bank transfer (automatic)
270,3,2,0401-WDBXM,3,Yes,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,Yes,105.55,7542.25,No,Fiber optic,Bank transfer (automatic)
271,3,2,0402-CQAJN,1,Yes,Female,0,No,No,37,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,101.9,3545.35,Yes,Fiber optic,Bank transfer (automatic)
272,3,3,0402-OAMEN,3,No,Female,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.45,1709.1,No,None,Bank transfer (automatic)
273,4,3,0404-AHASP,3,No,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.7,1421.9,No,None,Credit card (automatic)
274,1,2,0404-SWRVG,1,Yes,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,1,Yes,74.4,229.55,Yes,Fiber optic,Electronic check
275,4,2,0406-BPDVR,2,Yes,Female,1,Yes,No,54,Yes,Yes,No,Yes,No,No,Yes,Yes,2,Yes,101.5,5373.1,Yes,Fiber optic,Credit card (automatic)
276,1,2,0407-BDJKB,1,Yes,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,No,1,Yes,95.75,5742.9,Yes,Fiber optic,Electronic check
277,4,2,0409-WTMPL,2,Yes,Female,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,Yes,110.65,6526.65,No,Fiber optic,Credit card (automatic)
278,3,2,0410-IPFTY,1,Yes,Female,0,Yes,No,31,Yes,No,No,Yes,No,No,No,Yes,1,Yes,83.85,2674.15,No,Fiber optic,Bank transfer (automatic)
279,1,1,0411-EZJZE,1,Yes,Female,0,No,No,3,Yes,Yes,No,No,No,No,Yes,No,1,Yes,60.25,170.5,No,DSL,Electronic check
280,1,1,0412-UCCNP,3,Yes,Male,0,No,No,55,Yes,No,Yes,No,Yes,Yes,No,No,3,Yes,59.2,3175.85,No,DSL,Electronic check
281,2,1,0415-MOSGF,1,No,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,1,No,44.4,44.4,Yes,DSL,Mailed check
282,4,2,0419-YAAPX,1,Yes,Male,0,Yes,No,49,Yes,No,No,Yes,No,No,Yes,No,1,Yes,85.3,4297.95,No,Fiber optic,Credit card (automatic)
283,2,1,0420-BWTPW,1,No,Male,0,No,Yes,8,No,No phone service,No,No,No,No,No,No,1,No,25.5,215.2,Yes,DSL,Mailed check
284,1,2,0420-HLGXF,1,Yes,Female,1,No,No,39,Yes,Yes,No,No,Yes,No,Yes,Yes,1,Yes,99.75,4036,No,Fiber optic,Electronic check
285,4,1,0420-TXVSG,3,Yes,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Yes,66.1,4428.45,No,DSL,Credit card (automatic)
286,2,3,0422-OHQHQ,2,No,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.55,295.95,No,None,Mailed check
287,1,2,0422-UXFAP,2,Yes,Female,0,Yes,No,51,Yes,Yes,No,No,Yes,No,Yes,Yes,2,Yes,98.85,4947.55,No,Fiber optic,Electronic check
288,2,1,0423-UDIJQ,1,No,Male,1,No,No,9,Yes,No,No,No,No,Yes,No,No,1,No,49.2,447.9,No,DSL,Mailed check
289,2,3,0426-TIRNE,1,No,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.9,20.9,Yes,None,Mailed check
290,3,3,0428-AXXLJ,2,Yes,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,19.5,516.3,No,None,Bank transfer (automatic)
291,3,2,0428-IKYCP,1,Yes,Male,0,Yes,No,22,Yes,No,No,No,Yes,No,Yes,No,1,Yes,87.0,1850.65,No,Fiber optic,Bank transfer (automatic)
292,1,1,0430-IHCDJ,1,Yes,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,1,Yes,49.0,749.25,No,DSL,Electronic check
293,3,2,0431-APWVY,2,Yes,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,Yes,Yes,2,Yes,90.1,2598.95,Yes,Fiber optic,Bank transfer (automatic)
294,2,2,0432-CAJZV,1,No,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Yes,1,No,90.7,237.65,No,Fiber optic,Mailed check
295,1,2,0434-CSFON,1,Yes,Female,0,Yes,No,47,Yes,Yes,No,No,Yes,No,Yes,Yes,1,Yes,100.5,4707.1,No,Fiber optic,Electronic check
296,2,1,0436-TWFFZ,3,Yes,Female,0,No,No,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,Yes,85.25,5714.2,No,DSL,Mailed check
297,1,2,0439-IFYUN,1,Yes,Female,1,No,No,18,Yes,No,No,Yes,No,No,No,No,1,Yes,74.7,1294.6,No,Fiber optic,Electronic check
298,4,1,0440-EKDCF,3,Yes,Male,0,Yes,No,62,Yes,No,No,Yes,Yes,Yes,No,No,3,Yes,60.15,3753.2,No,DSL,Credit card (automatic)
299,1,1,0440-MOGPM,2,Yes,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,80.55,3263.9,No,DSL,Electronic check
300,2,1,0440-QEXBZ,1,Yes,Female,0,No,No,44,Yes,Yes,No,No,No,No,No,No,1,Yes,50.15,2139.1,No,DSL,Mailed check
301,4,2,0440-UEDAI,2,Yes,Female,0,No,No,53,Yes,No,No,Yes,Yes,Yes,No,Yes,2,Yes,94.45,5042.75,No,Fiber optic,Credit card (automatic)
302,2,3,0442-TDYUO,3,Yes,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.05,1036,No,None,Mailed check
303,3,2,0442-ZXKVS,2,Yes,Female,1,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,115.6,6431.05,No,Fiber optic,Bank transfer (automatic)
304,3,1,0447-BEMNG,1,Yes,Female,0,Yes,No,48,No,No phone service,Yes,No,Yes,No,No,Yes,1,Yes,45.3,2145,Yes,DSL,Bank transfer (automatic)
305,3,2,0447-RXSGD,1,Yes,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,99.65,2404.85,No,Fiber optic,Bank transfer (automatic)
306,3,2,0454-OKRCT,3,No,Male,0,No,No,33,Yes,No,No,Yes,No,Yes,No,No,3,No,80.6,2651.1,No,Fiber optic,Bank transfer (automatic)
307,1,1,0455-ENTCR,3,No,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,No,85.25,5538.35,No,DSL,Electronic check
